0,506,609,103,0,0,0
1,537,610,73,0,0,0
2,570,635,65,0,0,0
3,604,669,65,0,0,0
4,639,704,65,0,0,0
5,674,736,62,0,0,0
6,708,773,65,0,0,0
7,741,810,69,0,0,0
8,775,838,63,0,0,0
9,810,875,65,0,0,0
10,844,910,66,0,0,0
11,881,944,63,0,0,0
12,915,978,63,0,0,0
13,949,1012,63,0,0,0
14,982,1046,64,0,0,0
15,1017,1079,62,0,0,0
16,1050,1113,63,0,0,0
17,1083,1151,68,0,0,100
18,1117,1181,64,0,0,0
19,1151,1215,64,0,0,0
20,1185,1249,64,0,0,0
21,1218,1282,64,0,0,0
22,1252,1316,64,0,0,0
23,1286,1350,64,0,0,0
24,1319,1383,64,0,0,0
25,1353,1417,64,0,0,0
26,1387,1452,65,0,0,0
27,1421,1484,63,0,0,0
28,1454,1517,63,0,0,0
29,1487,1549,62,0,0,0
30,1521,1583,62,0,0,0
31,1557,1620,63,0,0,0
32,1590,1652,62,0,0,0
33,1625,1687,62,0,0,0
34,1659,1722,63,0,0,0
35,1693,1755,62,0,0,0
36,1727,1789,62,0,0,0
37,1760,1825,65,0,0,0
38,1795,1859,64,0,0,59
39,1828,1892,64,0,0,0
40,1862,1924,62,0,0,0
41,1895,1957,62,0,0,0
42,1928,1992,64,0,0,0
43,1962,2025,63,0,0,0
44,1996,2059,63,0,0,0
45,2029,2099,70,0,48,48
46,2063,2129,66,0,0,0
47,2099,2287,188,0,0,0
48,2132,2287,155,0,0,0
49,2166,2289,123,0,0,0
50,2199,2291,92,0,0,0
51,2233,2344,111,0,0,0
52,2266,2344,78,0,0,0
53,2299,2363,64,0,0,0
54,2333,2395,62,0,0,0
55,2366,2430,64,0,0,0
56,2399,2463,64,0,0,0
57,2434,2498,64,0,0,0
58,2468,2532,64,0,0,0
59,2502,2565,63,0,0,0
60,2535,2600,65,0,0,0
61,2569,2633,64,0,0,0
62,2603,2667,64,0,0,0
63,2637,2701,64,0,0,0
64,2671,2734,63,0,0,0
65,2705,2772,67,0,0,100
66,2740,2804,64,0,0,100
67,2773,2836,63,0,0,0
